,self_employed,no_employees,tech_company,IT_role,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,phys_health_interview,obs_consequence
1064,0,More than 1000,1.0,,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,Yes,No
1065,0,More than 1000,1.0,,No,No,Yes,No,I don't know,Very easy,Maybe,No,No,Maybe,Yes,No
1066,1,,,,,,,,,,,,,,,
1067,0,More than 1000,1.0,,Yes,I am not sure,No,I don't know,No,Somewhat difficult,Yes,Yes,Maybe,No,No,No
1068,0,More than 1000,1.0,,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No
1069,0,26-100,1.0,,No,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Yes,No
1070,0,More than 1000,1.0,,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Yes,Yes,No,No,No
1071,0,100-500,1.0,,I don't know,I am not sure,I don't know,I don't know,No,I don't know,No,No,No,Maybe,Yes,No
1072,0,100-500,1.0,,Yes,No,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No
1073,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,I don't know,Yes,Maybe,No,Maybe,I don't know,No
1074,1,,,,,,,,,,,,,,,
1075,0,More than 1000,1.0,,Yes,Yes,No,No,Yes,I don't know,Maybe,No,Maybe,Maybe,No,No
1076,1,,,,,,,,,,,,,,,
1077,0,100-500,1.0,,Not eligible for coverage / N/A,,Yes,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No
1078,1,,,,,,,,,,,,,,,
1079,0,100-500,1.0,,No,,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes
1080,0,More than 1000,1.0,,Yes,No,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No
1081,0,6-25,0.0,1.0,No,,No,No,I don't know,Somewhat difficult,Maybe,Yes,No,No,No,No
1082,0,26-100,1.0,,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,No
1083,0,26-100,1.0,,No,,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No
1084,1,,,,,,,,,,,,,,,
1085,0,500-1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,No,No
1086,1,,,,,,,,,,,,,,,
1087,0,1-5,1.0,,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1088,1,,,,,,,,,,,,,,,
1089,1,,,,,,,,,,,,,,,
1090,0,500-1000,1.0,,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No
1091,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes
1092,0,More than 1000,0.0,1.0,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No
1093,1,,,,,,,,,,,,,,,
1094,0,More than 1000,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Yes,I don't know,No
1095,0,More than 1000,0.0,1.0,Yes,I am not sure,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,I don't know,No
1096,0,1-5,1.0,,Not eligible for coverage / N/A,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Maybe,Yes,No
1097,1,,,,,,,,,,,,,,,
1098,1,,,,,,,,,,,,,,,
1099,0,100-500,1.0,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No
1100,0,More than 1000,0.0,1.0,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Maybe,No,No,Yes,No
1101,0,More than 1000,0.0,1.0,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
1102,1,,,,,,,,,,,,,,,
1103,0,100-500,1.0,,Yes,I am not sure,No,Yes,Yes,Very difficult,Yes,Yes,Maybe,No,I don't know,No
1104,1,,,,,,,,,,,,,,,
1105,0,1-5,1.0,,No,,No,No,Yes,Somewhat difficult,No,No,No,No,I don't know,No
1106,0,26-100,1.0,,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,No,No,I don't know,No
1107,1,,,,,,,,,,,,,,,
1108,1,,,,,,,,,,,,,,,
1109,0,6-25,1.0,,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1110,0,6-25,1.0,,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No
1111,0,6-25,0.0,1.0,No,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No
1112,0,More than 1000,1.0,,No,,Yes,Yes,Yes,Somewhat easy,Yes,Yes,No,No,Yes,No
1113,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No
1114,0,100-500,1.0,,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No
1115,0,6-25,1.0,,No,,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No
1116,0,100-500,1.0,,Not eligible for coverage / N/A,,No,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
1117,0,100-500,0.0,0.0,No,No,Yes,No,Yes,Somewhat difficult,Yes,Maybe,Yes,Yes,No,Yes
1118,0,100-500,0.0,1.0,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Maybe,No,No,Yes,Yes,No
1119,0,6-25,1.0,,No,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,Yes
1120,0,100-500,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,Maybe,I don't know,No
1121,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,Maybe,Maybe,Yes,No,Yes
1122,0,More than 1000,1.0,,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No
1123,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,No
1124,1,,,,,,,,,,,,,,,
1125,0,26-100,1.0,,Yes,Yes,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,No
1126,0,6-25,1.0,,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,No,I don't know,No
1127,0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
1128,0,6-25,1.0,,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
1129,0,100-500,0.0,1.0,I don't know,No,I don't know,Yes,Yes,I don't know,Yes,Maybe,No,No,I don't know,No
1130,0,1-5,1.0,,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Yes,Maybe,Yes,No
1131,0,6-25,1.0,,Yes,Yes,No,No,Yes,I don't know,Maybe,No,No,Maybe,I don't know,No
1132,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
1133,0,26-100,1.0,,Yes,Yes,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,Yes,No,No
1134,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,No
1135,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,No
1136,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No
1137,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No
1138,1,,,,,,,,,,,,,,,
1139,0,More than 1000,1.0,,I don't know,No,No,No,I don't know,I don't know,Maybe,No,Yes,Yes,No,No
1140,1,,,,,,,,,,,,,,,
1141,0,1-5,1.0,,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No
1142,0,100-500,1.0,,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1143,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No
1144,0,26-100,1.0,,Yes,I am not sure,No,I don't know,I don't know,Very easy,Maybe,No,Yes,Yes,I don't know,No
1145,0,26-100,1.0,,Yes,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,Yes,No
1146,0,26-100,1.0,,I don't know,I am not sure,No,Yes,I don't know,Very easy,Maybe,No,Yes,Yes,Yes,No
1147,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No
1148,0,26-100,1.0,,I don't know,No,No,No,Yes,Very easy,Maybe,No,Maybe,Maybe,I don't know,No
1149,0,26-100,1.0,,Yes,No,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
1150,0,100-500,1.0,,I don't know,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
1151,0,26-100,1.0,,I don't know,No,No,I don't know,Yes,I don't know,Maybe,Maybe,No,No,I don't know,No
1152,0,26-100,1.0,,I don't know,No,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1153,0,26-100,1.0,,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
1154,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No
1155,0,26-100,1.0,,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Yes,Yes,No
1156,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,No,No,No,I don't know,No
1157,0,More than 1000,0.0,1.0,I don't know,No,I don't know,Yes,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No
1158,0,26-100,1.0,,Yes,No,I don't know,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
1159,0,1-5,1.0,,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No
1160,0,500-1000,0.0,1.0,No,No,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,I don't know,No
1161,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No
1162,0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No
1163,0,More than 1000,1.0,,No,I am not sure,No,No,I don't know,Very easy,Maybe,Maybe,No,No,No,No
1164,0,6-25,1.0,,No,,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
1165,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,Maybe,No,No,No,No
1166,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
1167,0,More than 1000,1.0,,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,Yes,Yes,No,No,No,Yes
1168,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No
1169,0,More than 1000,1.0,,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,No
1170,0,More than 1000,1.0,,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,No
1171,0,26-100,1.0,,I don't know,No,No,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
1172,1,,,,,,,,,,,,,,,
1173,1,,,,,,,,,,,,,,,
1174,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,,Yes,No,I don't know,Very easy,No,No,No,No,Yes,No
1175,0,More than 1000,0.0,1.0,Yes,Yes,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,No
1176,0,1-5,1.0,,I don't know,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
1177,0,More than 1000,1.0,,Yes,I am not sure,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,I don't know,No
1178,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Very difficult,Yes,Yes,Maybe,Maybe,Yes,No
1179,0,100-500,1.0,,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very easy,No,No,No,Maybe,Yes,No
1180,1,,,,,,,,,,,,,,,
1181,0,100-500,1.0,,No,No,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No
1182,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,No,I don't know,No
1183,0,More than 1000,0.0,1.0,No,,No,No,I don't know,Somewhat easy,No,No,Yes,Maybe,Yes,No
1184,0,6-25,1.0,,I don't know,I am not sure,No,No,No,Very difficult,Yes,No,Maybe,No,No,No
1185,0,More than 1000,1.0,,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Maybe,No,No
1186,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Somewhat difficult,Yes,No,No,No,No,No
1187,0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1188,0,More than 1000,0.0,1.0,No,No,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No
1189,1,,,,,,,,,,,,,,,
1190,0,26-100,1.0,,No,No,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,I don't know,No
1191,0,6-25,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Yes,No,Maybe,Maybe,No,No
1192,0,1-5,1.0,,No,,No,No,I don't know,Very difficult,No,Maybe,Maybe,Yes,I don't know,No
1193,0,26-100,1.0,,Yes,Yes,No,No,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No
1194,0,26-100,0.0,1.0,Yes,No,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Yes,I don't know,No
1195,1,,,,,,,,,,,,,,,
1196,0,6-25,1.0,,I don't know,No,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,Yes
1197,0,100-500,0.0,1.0,I don't know,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,Maybe,No,Yes,Yes,No
1198,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,No,No,No
1199,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
1200,0,100-500,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,No,No
1201,0,6-25,1.0,,No,No,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No
1202,0,26-100,1.0,,Yes,No,No,I don't know,I don't know,Very difficult,Maybe,No,No,No,I don't know,No
1203,0,26-100,0.0,1.0,I don't know,No,Yes,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,No,Yes,No
1204,0,More than 1000,1.0,,Yes,Yes,I don't know,I don't know,No,Somewhat easy,No,No,Yes,Yes,Yes,No
1205,0,100-500,1.0,,Yes,No,No,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
1206,0,6-25,0.0,0.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
1207,0,26-100,0.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
1208,0,500-1000,1.0,,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
1209,0,26-100,1.0,,I don't know,No,No,No,I don't know,Neither easy nor difficult,No,No,No,No,No,No
1210,1,,,,,,,,,,,,,,,
1211,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No
1212,0,100-500,1.0,,Yes,I am not sure,I don't know,Yes,No,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,Yes
1213,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Maybe,I don't know,No
1214,1,,,,,,,,,,,,,,,
1215,1,,,,,,,,,,,,,,,
1216,0,More than 1000,0.0,1.0,I don't know,No,Yes,Yes,I don't know,Somewhat easy,Maybe,Maybe,No,No,Yes,No
1217,1,,,,,,,,,,,,,,,
1218,0,500-1000,1.0,,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,No,No,No
1219,1,,,,,,,,,,,,,,,
1220,1,,,,,,,,,,,,,,,
1221,0,26-100,1.0,,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No
1222,0,6-25,1.0,,No,,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,No
1223,0,26-100,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,No,Maybe,Yes,Yes,Yes,No
1224,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No
1225,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Maybe,Maybe,I don't know,No
1226,0,26-100,1.0,,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Maybe,Yes,No
1227,0,6-25,1.0,,Yes,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No
1228,0,26-100,1.0,,No,,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,No
1229,1,,,,,,,,,,,,,,,
1230,0,500-1000,1.0,,Not eligible for coverage / N/A,No,Yes,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Yes,I don't know,No
1231,0,100-500,0.0,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
1232,0,26-100,1.0,,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,No,Maybe,Yes,Yes,No
1233,0,100-500,1.0,,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,I don't know,No
1234,0,100-500,1.0,,Yes,Yes,I don't know,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Yes,Yes,No
1235,0,100-500,1.0,,Yes,Yes,No,No,I don't know,I don't know,Yes,No,Maybe,Maybe,No,No
1236,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,No,No,No,I don't know,No
1237,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
1238,0,More than 1000,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,No,No,No
1239,1,,,,,,,,,,,,,,,
1240,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Very difficult,Maybe,No,No,No,I don't know,No
1241,0,26-100,1.0,,Yes,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
1242,0,26-100,1.0,,No,,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,No,No
1243,0,100-500,1.0,,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No
1244,0,100-500,1.0,,I don't know,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No
1245,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,Yes,No
1246,0,6-25,1.0,,I don't know,No,No,No,Yes,Somewhat easy,Yes,Yes,Yes,Yes,No,No
1247,1,,,,,,,,,,,,,,,
1248,1,,,,,,,,,,,,,,,
1249,0,26-100,1.0,,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,No
1250,0,More than 1000,1.0,,Yes,Yes,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No
1251,0,26-100,1.0,,I don't know,No,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,Yes,No
1252,1,,,,,,,,,,,,,,,
1253,0,100-500,0.0,1.0,Yes,No,Yes,I don't know,Yes,Very easy,No,No,Maybe,Yes,Yes,No
1254,1,,,,,,,,,,,,,,,
1255,0,6-25,1.0,,No,No,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,Yes
1256,1,,,,,,,,,,,,,,,
1257,0,More than 1000,1.0,,Yes,Yes,No,Yes,I don't know,Very easy,Maybe,No,Maybe,No,I don't know,No
1258,0,26-100,0.0,1.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No
1259,0,100-500,1.0,,No,,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No
1260,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No
1261,1,,,,,,,,,,,,,,,
1262,1,,,,,,,,,,,,,,,
1263,0,6-25,1.0,,No,No,No,No,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
1264,0,More than 1000,0.0,0.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Yes,No,No,No,No,No
1265,1,,,,,,,,,,,,,,,
1266,0,100-500,0.0,1.0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No
1267,0,1-5,1.0,,No,,No,No,I don't know,Very easy,Maybe,Maybe,No,No,I don't know,Yes
1268,0,More than 1000,1.0,,Not eligible for coverage / N/A,No,I don't know,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No
1269,0,More than 1000,0.0,1.0,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,No,No
1270,0,6-25,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
1271,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
1272,1,,,,,,,,,,,,,,,
1273,0,More than 1000,1.0,,Yes,I am not sure,Yes,No,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,Yes
1274,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No
1275,0,500-1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,No,Yes,No
1276,1,,,,,,,,,,,,,,,
1277,1,,,,,,,,,,,,,,,
1278,0,6-25,1.0,,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No
1279,0,1-5,1.0,,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
1280,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No
1281,1,,,,,,,,,,,,,,,
1282,0,26-100,0.0,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,Maybe,No,No
1283,0,More than 1000,1.0,,Yes,No,No,I don't know,I don't know,I don't know,No,No,No,No,I don't know,No
1284,0,26-100,1.0,,Yes,No,No,No,I don't know,Very difficult,Yes,No,Maybe,No,I don't know,No
1285,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,No
1286,0,More than 1000,0.0,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No
1287,0,26-100,0.0,1.0,No,No,No,No,Yes,I don't know,No,No,Yes,Yes,Yes,No
1288,1,,,,,,,,,,,,,,,
1289,0,6-25,1.0,,No,,No,No,I don't know,I don't know,Maybe,Maybe,No,No,No,No
1290,0,More than 1000,1.0,,Yes,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,No,No,No
1291,0,26-100,1.0,,Yes,No,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
1292,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No
1293,1,,,,,,,,,,,,,,,
1294,0,More than 1000,1.0,,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No
1295,0,1-5,0.0,0.0,No,No,No,No,No,Very difficult,Yes,Yes,No,No,I don't know,No
1296,0,100-500,1.0,,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No
1297,0,26-100,1.0,,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,No,I don't know,No
1298,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,Maybe,Yes,No
1299,1,,,,,,,,,,,,,,,
1300,0,6-25,1.0,,Yes,No,Yes,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No
1301,1,,,,,,,,,,,,,,,
1302,0,6-25,1.0,,Yes,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No
1303,0,1-5,0.0,1.0,No,I am not sure,No,I don't know,No,Very difficult,Yes,Maybe,No,No,No,No
1304,1,,,,,,,,,,,,,,,
1305,1,,,,,,,,,,,,,,,
1306,0,6-25,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Yes,Yes,Maybe,Yes,I don't know,No
1307,0,More than 1000,1.0,,No,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No
1308,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,No,No,No
1309,1,,,,,,,,,,,,,,,
1310,0,More than 1000,0.0,1.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,No,I don't know,No
1311,0,500-1000,1.0,,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,No,No
1312,0,100-500,0.0,1.0,Yes,No,No,No,Yes,I don't know,Yes,Yes,No,No,No,Yes
1313,1,,,,,,,,,,,,,,,
1314,0,More than 1000,1.0,,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Yes,No,No,I don't know,No
1315,1,,,,,,,,,,,,,,,
1316,0,1-5,1.0,,I don't know,I am not sure,I don't know,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No
1317,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,I don't know,No,No,Maybe,Yes,I don't know,No
1318,0,More than 1000,0.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No
1319,0,100-500,0.0,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No
1320,0,More than 1000,1.0,,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Yes,Maybe,No,No,I don't know,No
1321,1,,,,,,,,,,,,,,,
1322,0,26-100,1.0,,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
1323,0,26-100,1.0,,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,No,No
1324,0,100-500,1.0,,Yes,I am not sure,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No
1325,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,No
1326,1,,,,,,,,,,,,,,,
1327,1,,,,,,,,,,,,,,,
